Case #,Task Description,Code Solution,Score
949,Write a function to sort the given tuple list basis the total digits in tuple.,"
def count_digs(tup):
    return sum([len(str(ele)) for ele in tup ]) 

def sort_list(test_list):
    test_list.sort(key = count_digs)
    return str(test_list)
",100.0
951,Write a function to find the maximum of similar indices in two lists of tuples.,"
def max_similar_indices(test_list1, test_list2):
    res = [(max(x[0], y[0]), max(x[1], y[1])) for x, y in zip(test_list1, test_list2)]
    return res
",100.0
952,Write a function to compute the value of ncr mod p.,"
def nCr_mod_p(n, r, p):
    if r > n - r:
        r = n - r
    C = [0 for i in range(r + 1)]
    C[0] = 1
    for i in range(1, n + 1):
        for j in range(min(i, r), 0, -1):
            C[j] = (C[j] + C[j-1]) % p
    return C[r]
",100.0
954,Write a function that gives profit amount if the given amount has profit else return none.,"
def profit_amount(actual_cost, sale_amount):
    if sale_amount < actual_cost:
        return actual_cost - sale_amount
    return None
",100.0
955,"Write a function to find out, if the given number is abundant.","
def is_abundant(n):
    fctrsum = sum([fctr for fctr in range(1, n) if n % fctr == 0])
    return fctrsum > n
",100.0
956,Write a function to split the given string at uppercase letters by using regex.,"
import re

def split_list(text):
    return re.findall('[A-Z][^A-Z]*', text)
",100.0
957,Write a python function to get the position of rightmost set bit.,"
import math

def get_First_Set_Bit_Pos(n):
    return int(math.log2(n & -n) + 1)
",100.0
958,Write a function to convert an integer into a roman numeral.,"
def int_to_roman(num):
    val = [1000, 900, 500, 400, 100, 90, 50, 40, 10, 9, 5, 4, 1]
    syb = [""M"", ""CM"", ""D"", ""CD"", ""C"", ""XC"", ""L"", ""XL"", ""X"", ""IX"", ""V"", ""IV"", ""I""]
    roman_num = ''
    i = 0
    while num > 0:
        for _ in range(num // val[i]):
            roman_num += syb[i]
            num -= val[i]
        i += 1
    return roman_num
",100.0
959,Write a python function to find the average of a list.,"
def Average(lst):
    return sum(lst) / len(lst) 
",100.0
962,Write a python function to find the sum of all even natural numbers within the range l and r.,"
def sum_Natural(n):
    sum = (n * (n + 1)) // 2
    return sum

def sum_Even(l, r):
    return 2 * (sum_Natural(r // 2) - sum_Natural((l - 1) // 2))
",100.0
963,Write a function to calculate the discriminant value.,"
def discriminant_value(x, y, z):
    discriminant = (y**2) - (4*x*z)
    if discriminant > 0:
        return (""Two solutions"", discriminant)
    elif discriminant == 0:
        return (""one solution"", discriminant)
    elif discriminant < 0:
        return (""no real solution"", discriminant)
",100.0
964,Write a python function to check whether the length of the word is even or not.,"
def word_len(s): 
    return len(s) % 2 == 0
",100.0
965,Write a function to convert camel case string to snake case string.,"
def camel_to_snake(text):
    import re
    str1 = re.sub('(.)([A-Z][a-z]+)', r'\1_\2', text)
    return re.sub('([a-z0-9])([A-Z])', r'\1_\2', str1).lower()
",100.0
966,Write a function to remove an empty tuple from a list of tuples.,"
def remove_empty(tuple1):
    tuple1 = [t for t in tuple1 if t != ()]
    return tuple1
",100.0
967,Write a python function to accept the strings which contains all vowels.,"
def check(string):
    if all(v in string.lower() for v in ""aeiou""):
        return 'accepted'
    else:
        return ""not accepted""
",100.0
968,Write a python function to find maximum possible value for the given periodic function.,"
def floor_Max(A, B, N):
    x = min(B - 1, N)
    return (A * x) // B
",100.0
969,Write a function to join the tuples if they have similar initial elements.,"
def join_tuples(test_list):
    res = []
    for sub in test_list:
        if res and res[-1][0] == sub[0]:
            res[-1].extend(sub[1:])
        else:
            res.append([ele for ele in sub])
    res = list(map(tuple, res))
    return res
",100.0
970,Write a function to find minimum of two numbers.,"
def min_of_two(x, y):
    if x < y:
        return x
    return y
",100.0
971,"Write a function to find the maximum number of segments of lengths a, b and c that can be formed from n.","
def maximum_segments(n, a, b, c):
	dp = [-1] * (n + 1)
	dp[0] = 0
	for i in range(n + 1):
		if dp[i] != -1:
			if i + a <= n:
				dp[i + a] = max(dp[i] + 1, dp[i + a])
			if i + b <= n:
				dp[i + b] = max(dp[i] + 1, dp[i + b])
			if i + c <= n:
				dp[i + c] = max(dp[i] + 1, dp[i + c])
	return dp[n] if dp[n] != -1 else 0
",100.0
1,"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].","
def min_cost(cost, m, n):
    R = len(cost)
    C = len(cost[0])
    tc = [[0 for _ in range(C)] for _ in range(R)]
    tc[0][0] = cost[0][0]
    for i in range(1, R):
        tc[i][0] = tc[i-1][0] + cost[i][0]
    for j in range(1, C):
        tc[0][j] = tc[0][j-1] + cost[0][j]
    for i in range(1, R):
        for j in range(1, C):
            tc[i][j] = min(tc[i-1][j-1], tc[i-1][j], tc[i][j-1]) + cost[i][j]
    return tc[m][n]
",100.0
12,Write a function to sort a given matrix in ascending order according to the sum of its rows.,"
def sort_matrix(M):
    result = sorted(M, key=sum)
    return result
",100.0
18,Write a function to remove characters from the first string which are present in the second string.,"
def remove_dirty_chars(string, second_string):
    NO_OF_CHARS = 256
    
    def get_char_count_array(string):
        count = [0] * NO_OF_CHARS
        for i in string:
            count[ord(i)] += 1
        return count
    
    count = get_char_count_array(second_string)
    ip_ind = 0
    res_ind = 0
    str_list = list(string)
    
    while ip_ind != len(str_list):
        temp = str_list[ip_ind]
        if count[ord(temp)] == 0:
            str_list[res_ind] = str_list[ip_ind]
            res_ind += 1
        ip_ind += 1
    
    return ''.join(str_list[0:res_ind])
",100.0
22,Write a function to find the first duplicate element in a given array of integers.,"
def find_first_duplicate(nums):
    num_set = set()
    no_duplicate = -1

    for num in nums:
        if num in num_set:
            return num
        else:
            num_set.add(num)

    return no_duplicate
",100.0
974,Write a function to find the minimum total path sum in the given triangle.,"
def min_sum_path(A):
    memo = [None] * len(A)
    n = len(A) - 1
    for i in range(len(A[n])):
        memo[i] = A[n][i]
    for i in range(len(A) - 2, -1, -1):
        for j in range(len(A[i])):
            memo[j] = A[i][j] + min(memo[j], memo[j + 1])
    return memo[0]
",100.0
39,Write a function to check if the letters of a given string can be rearranged so that two characters that are adjacent to each other are different.,"
import heapq
from collections import Counter

def rearange_string(S):
    ctr = Counter(S)
    heap = [(-value, key) for key, value in ctr.items()]
    heapq.heapify(heap)
    if (-heap[0][0]) * 2 > len(S) + 1: 
        return """"
    ans = []
    while len(heap) >= 2:
        nct1, char1 = heapq.heappop(heap)
        nct2, char2 = heapq.heappop(heap)
        ans.extend([char1, char2])
        if nct1 + 1: heapq.heappush(heap, (nct1 + 1, char1))
        if nct2 + 1: heapq.heappush(heap, (nct2 + 1, char2))
    return """".join(ans) + (heap[0][1] if heap else """")
",100.0
74,Write a function to check whether it follows the sequence given in the patterns array.,"
def is_samepatterns(colors, patterns):    
    if len(colors) != len(patterns):
        return False    
    sdict = {}
    
    for color, pattern in zip(colors, patterns):
        if pattern not in sdict:
            sdict[pattern] = color
        elif sdict[pattern] != color:
            return False
    
    return len(set(colors)) == len(sdict)
",100.0
54,Write a function to sort the given array by using counting sort.,"
def counting_sort(my_list):
    max_value = max(my_list)
    buckets = [0] * (max_value + 1)
    for num in my_list:
        buckets[num] += 1
    sorted_list = []
    for i, count in enumerate(buckets):
        sorted_list.extend([i] * count)
    return sorted_list
",100.0
65,Write a function of recursion list sum.,"
def recursive_list_sum(data_list):
    total = 0
    for element in data_list:
        if isinstance(element, list):
            total += recursive_list_sum(element)
        else:
            total += element
    return total
",100.0
71,Write a function to sort a list of elements using comb sort.,"
def comb_sort(nums):
    shrink_fact = 1.3
    gaps = len(nums)
    swapped = True
    while gaps > 1 or swapped:
        gaps = int(float(gaps) / shrink_fact)
        if gaps < 1:
            gaps = 1
        swapped = False
        i = 0
        while gaps + i < len(nums):
            if nums[i] > nums[i + gaps]:
                nums[i], nums[i + gaps] = nums[i + gaps], nums[i]
                swapped = True
            i += 1
    return nums
",100.0
87,Write a function to merge three dictionaries into a single expression.,"
def merge_dictionaries_three(dict1, dict2, dict3):
    return {**dict3, **dict2, **dict1}
",100.0
100,Write a function to find the next smallest palindrome of a specified number.,"
def next_smallest_palindrome(num):
    def is_palindrome(x):
        return str(x) == str(x)[::-1]
    
    num += 1
    while not is_palindrome(num):
        num += 1
    return num
",100.0
110,Write a function to extract the ranges that are missing from the given list with the given start range and end range values.,"
def extract_missing(test_list, strt_val, stop_val):
    res = []
    for sub in test_list:
        if sub[0] > strt_val:
            res.append((strt_val, sub[0]))
        if sub[1] < stop_val:
            res.append((sub[1], stop_val))
        strt_val = sub[1]
    return res
",100.0
122,Write a function to find n’th smart number.,"
MAX = 3000 

def smartNumber(n): 
	primes = [0] * MAX 
	result = [] 
	for i in range(2, MAX): 
		if primes[i] == 0: 
			primes[i] = 1 
			j = i * 2 
			while j < MAX: 
				primes[j] -= 1 
				if primes[j] == -3: 
					result.append(j) 
				j += i 
	result.sort() 
	return result[n - 1] 
",100.0
123,Write a function to sum all amicable numbers from 1 to a specified number.,"
def amicable_numbers_sum(limit):
    if not isinstance(limit, int):
        return ""Input is not an integer!""
    if limit < 1:
        return ""Input must be bigger than 0!""
    
    def sum_of_divisors(n):
        return sum(fact for fact in range(1, n) if n % fact == 0)
    
    amicables = set()
    for num in range(2, limit + 1):
        sum_fact = sum_of_divisors(num)
        if sum_fact != num and sum_fact <= limit:
            if sum_of_divisors(sum_fact) == num:
                amicables.add(num)
                amicables.add(sum_fact)
    
    return sum(amicables)
",100.0
31,Write a function to find the top k integers that occur most frequently from given lists of sorted and distinct integers using heap queue algorithm.,"
def func(nums, k):
    import collections
    import heapq

    # Create a frequency dictionary
    freq_dict = collections.defaultdict(int)
    for row in nums:
        for num in row:
            freq_dict[num] += 1

    # Use a heap to keep track of the top k elements
    min_heap = []
    for num, freq in freq_dict.items():
        if len(min_heap) < k:
            heapq.heappush(min_heap, (freq, num))
        else:
            if freq > min_heap[0][0]:
                heapq.heappop(min_heap)
                heapq.heappush(min_heap, (freq, num))

    # Extract the elements from the heap and sort them by frequency and then by number in descending order
    result = heapq.nlargest(k, min_heap, key=lambda x: (x[0], x[1]))
    return [num for freq, num in result[::-1]]
",100.0
131,Write a python function to reverse only the vowels of a given string.,"
def reverse_vowels(str1):
    vowels = [char for char in str1 if char in ""aeiouAEIOU""]
    result_string = """"
    for char in str1:
        if char in ""aeiouAEIOU"":
            result_string += vowels.pop()
        else:
            result_string += char
    return result_string
",100.0
142,Write a function to count the same pair in three given lists.,"
def count_samepair(list1, list2, list3):
    return sum(m == n == o for m, n, o in zip(list1, list2, list3))
",100.0
152,Write a function to sort the given array by using merge sort.,"
def merge(a, b):
    c = []
    i, j = 0, 0
    while i < len(a) and j < len(b):
        if a[i] < b[j]:
            c.append(a[i])
            i += 1
        else:
            c.append(b[j])
            j += 1
    c.extend(a[i:])
    c.extend(b[j:])
    return c

def merge_sort(x):
    if len(x) <= 1:
        return x
    middle = len(x) // 2
    left = merge_sort(x[:middle])
    right = merge_sort(x[middle:])
    return merge(left, right)
",100.0
159,Write a function to print the season for the given month and day.,"
def month_season(month, days):
    if month in ('January', 'February', 'March'):
        season = 'winter'
    elif month in ('April', 'May', 'June'):
        season = 'spring'
    elif month in ('July', 'August', 'September'):
        season = 'summer'
    else:
        season = 'autumn'
    
    if (month == 'March') and (days > 19):
        season = 'spring'
    elif (month == 'June') and (days > 20):
        season = 'summer'
    elif (month == 'September') and (days > 21):
        season = 'autumn'
    elif (month == 'December') and (days > 20):
        season = 'winter'
    
    return season
",100.0
162,Write a function to calculate the sum of the positive integers of n+(n-2)+(n-4)... (until n-x =< 0).,"
def sum_series(n):
    if n <= 0:
        return 0
    else:
        total = 0
        while n > 0:
            total += n
            n -= 2
        return total
",100.0
164,Write a python function to check whether the sum of divisors are same or not.,"
import math

def divSum(n):
    result = 1
    for i in range(2, int(math.sqrt(n)) + 1):
        if n % i == 0:
            if i == (n // i):
                result += i
            else:
                result += (i + n // i)
    return result

def areEquivalent(num1, num2):
    return divSum(num1) == divSum(num2)
",100.0
173,Write a function to remove everything except alphanumeric characters from a string.,"
import re
def remove_splchar(text): 
    pattern = re.compile('[\W_]+')
    return pattern.sub('', text)
",100.0
179,Write a function to find if the given number is a keith number or not.,"
def is_num_keith(x):
    terms = []
    temp = x
    n = 0
    while (temp > 0):
        terms.append(temp % 10)
        temp = int(temp / 10)
        n += 1
    terms.reverse()
    next_term = 0
    i = n
    while (next_term < x):
        next_term = 0
        for j in range(1, n + 1):
            next_term += terms[i - j]
        terms.append(next_term)
        i += 1
    return (next_term == x)
",100.0
182,"Write a function to find uppercase, lowercase, special character and numeric values using regex.","
import re

def find_character(string):
    uppercase_characters = re.findall(r""[A-Z]"", string) 
    lowercase_characters = re.findall(r""[a-z]"", string) 
    numerical_characters = re.findall(r""[0-9]"", string) 
    special_characters = re.findall(r""[^A-Za-z0-9\s]"", string) 
    return uppercase_characters, lowercase_characters, numerical_characters, special_characters
",100.0
194,Write a python function to convert octal number to decimal number.,"
def octal_To_Decimal(n):  
    num = n
    dec_value = 0
    base = 1
    temp = num
    while temp: 
        last_digit = temp % 10
        temp = int(temp / 10)
        dec_value += last_digit * base
        base = base * 8
    return dec_value
",100.0
206,Write a function to perform the adjacent element concatenation in the given tuples.,"
def concatenate_elements(test_tup):
  res = tuple(i + j for i, j in zip(test_tup, test_tup[1:]))
  return res
",100.0
207,Write a function to count the longest repeating subsequences such that the two subsequences don’t have same string characters at same positions.,"
def find_longest_repeating_subseq(str): 
	n = len(str) 
	dp = [[0 for k in range(n+1)] for l in range(n+1)] 
	for i in range(1, n+1): 
		for j in range(1, n+1): 
			if (str[i-1] == str[j-1] and i != j): 
				dp[i][j] = 1 + dp[i-1][j-1] 
			else: 
				dp[i][j] = max(dp[i][j-1], dp[i-1][j]) 
	return dp[n][n]
",100.0
217,Write a python function to find the first repeated character in a given string.,"
def first_Repeated_Char(str): 
    h = {}
    for ch in str:
        if ch in h: 
            return ch
        else: 
            h[ch] = 0
    return '\0'
",100.0
223,Write a function to check for majority element in the given sorted array.,"
def is_majority(arr, n, x):
    i = binary_search(arr, 0, n-1, x)
    if i == -1:
        return False
    if (i + n//2) < n and arr[i + n//2] == x:
        return True
    else:
        return False

def binary_search(arr, low, high, x):
    if high >= low:
        mid = (low + high) // 2
        if (mid == 0 or x > arr[mid-1]) and (arr[mid] == x):
            return mid
        elif x > arr[mid]:
            return binary_search(arr, mid + 1, high, x)
        else:
            return binary_search(arr, low, mid - 1, x)
    return -1
",100.0
228,Write a python function to check whether all the bits are unset in the given range or not.,"
def all_Bits_Set_In_The_Given_Range(n, l, r):
    num = (((1 << r) - 1) ^ ((1 << (l - 1)) - 1))
    new_num = n & num
    if new_num == 0:
        return True
    return False
",100.0
231,Write a function to find the maximum sum in the given right triangle of numbers.,"
def max_sum(tri, n): 
    if n > 1: 
        tri[1][1] = tri[1][1] + tri[0][0] 
        tri[1][0] = tri[1][0] + tri[0][0] 
    for i in range(2, n): 
        tri[i][0] = tri[i][0] + tri[i-1][0] 
        tri[i][i] = tri[i][i] + tri[i-1][i-1] 
        for j in range(1, i): 
            if tri[i][j] + tri[i-1][j-1] >= tri[i][j] + tri[i-1][j]: 
                tri[i][j] = tri[i][j] + tri[i-1][j-1] 
            else: 
                tri[i][j] = tri[i][j] + tri[i-1][j]
    return max(tri[n-1])
",100.0
239,Write a function to find the number of possible sequences of length n such that each of the next element is greater than or equal to twice of the previous element but less than or equal to m.,"
def get_total_number_of_sequences(m, n): 
    T = [[0 for i in range(n+1)] for i in range(m+1)] 
    for i in range(1, m+1): 
        for j in range(1, n+1): 
            if j == 1: 
                T[i][j] = i 
            elif i >= j: 
                T[i][j] = T[i-1][j] + T[i//2][j-1] 
    return T[m][n]
",100.0
248,Write a function to calculate the harmonic sum of n-1.,"
def harmonic_sum(n):
    if n == 1:
        return 1
    else:
        return 1 / n + harmonic_sum(n - 1)
",100.0
260,Write a function to find the nth newman–shanks–williams prime number.,"
def newman_prime(n): 
    if n == 0 or n == 1: 
        return 1
    return 2 * newman_prime(n - 1) + newman_prime(n - 2)

assert newman_prime(3) == 7 
assert newman_prime(4) == 17
assert newman_prime(5) == 41
",100.0
275,Write a python function to find the position of the last removed element from the given array.,"
import math as mt

def get_Position(a, n, m):
    for i in range(n):
        a[i] = (a[i] // m + (a[i] % m != 0))
    result, maxx = -1, -1
    for i in range(n - 1, -1, -1):
        if maxx < a[i]:
            maxx = a[i]
            result = i
    return result + 1
",100.0
286,Write a function to find the largest sum of contiguous array in the modified array which is formed by repeating the given array k times.,"
def max_sub_array_sum_repeated(a, n, k): 
    # Function to perform Kadane's algorithm
    def kadane(arr):
        max_so_far = -float('inf')
        max_ending_here = 0
        for x in arr:
            max_ending_here += x
            if max_ending_here > max_so_far:
                max_so_far = max_ending_here
            if max_ending_here < 0:
                max_ending_here = 0
        return max_so_far

    # Single array run for kadane
    max_kadane = kadane(a)

    if k == 1:
        return max_kadane

    # Calculate sum of complete array
    array_sum = sum(a)

    # Calculate prefix and suffix maximum sum
    prefix_sum = 0
    suffix_sum = 0
    max_prefix_sum = -float('inf')
    max_suffix_sum = -float('inf')

    for i in range(n):
        prefix_sum += a[i]
        max_prefix_sum = max(max_prefix_sum, prefix_sum)

    for i in range(n-1, -1, -1):
        suffix_sum += a[i]
        max_suffix_sum = max(max_suffix_sum, suffix_sum)

    # If sum is positive, return (max_prefix_sum + max_suffix_sum + (k-2)*array_sum)
    if array_sum > 0:
        return max(max_kadane, max_prefix_sum + max_suffix_sum + (k - 2) * array_sum)
    else:
        return max(max_kadane, max_prefix_sum + max_suffix_sum)
",100.0
297,Write a function to flatten a given nested list structure.,"
def flatten_list(list1):
    result_list = []
    if not list1:
        return result_list
    stack = [list(list1)]
    while stack:
        c_num = stack.pop()
        next = c_num.pop()
        if c_num:
            stack.append(c_num)
        if isinstance(next, list):
            if next:
                stack.append(list(next))
        else:
            result_list.append(next)
    result_list.reverse()
    return result_list
",100.0
306,"Write a function to find the maximum sum of increasing subsequence from prefix till ith index and also including a given kth element which is after i, i.e., k > i .","
def max_sum_increasing_subseq(a, n, index, k):
    dp = [0] * n
    dp[0] = a[0]
    for i in range(1, n):
        for j in range(i):
            if a[i] > a[j]:
                dp[i] = max(dp[i], dp[j] + a[i])
    result = 0
    for i in range(index + 1):
        if a[i] < a[k]:
            result = max(result, dp[i] + a[k])
    return result
",100.0
315,Write a python function to find the first maximum length of even word.,"
def find_Max_Len_Even(str): 
    n = len(str) 
    i = 0
    currlen = 0
    maxlen = 0
    st = -1
    while (i < n): 
        if (str[i] == ' '): 
            if (currlen % 2 == 0): 
                if (maxlen < currlen): 
                    maxlen = currlen 
                    st = i - currlen 
            currlen = 0 
        else: 
            currlen += 1
        i += 1
    if (currlen % 2 == 0): 
        if (maxlen < currlen): 
            maxlen = currlen 
            st = i - currlen 
    if (st == -1): 
        return ""-1"" 
    return str[st: st + maxlen]

assert find_Max_Len_Even(""python language"") == ""language""
assert find_Max_Len_Even(""maximum even length"") == ""length""
assert find_Max_Len_Even(""eve"") == ""-1""
",100.0
316,Write a function to find the index of the last occurrence of a given number in a sorted array.,"
def find_last_occurrence(A, x):
    (left, right) = (0, len(A) - 1)
    result = -1
    while left <= right:
        mid = (left + right) // 2
        if x == A[mid]:
            result = mid
            left = mid + 1
        elif x < A[mid]:
            right = mid - 1
        else:
            left = mid + 1
    return result
",100.0
323,Write a function to re-arrange the given array in alternating positive and negative items.,"
def right_rotate(arr, n, out_of_place, cur):
    temp = arr[cur]
    for i in range(cur, out_of_place, -1):
        arr[i] = arr[i - 1]
    arr[out_of_place] = temp
    return arr

def re_arrange(arr, n):
    out_of_place = -1
    for index in range(n):
        if out_of_place >= 0:
            if (arr[index] >= 0 and arr[out_of_place] < 0) or (arr[index] < 0 and arr[out_of_place] >= 0):
                arr = right_rotate(arr, n, out_of_place, index)
                if index - out_of_place > 2:
                    out_of_place += 2
                else:
                    out_of_place = -1

        if out_of_place == -1:
            if (arr[index] >= 0 and index % 2 == 0) or (arr[index] < 0 and index % 2 == 1):
                out_of_place = index

    return arr
",100.0
326,Write a function to get the word with most number of occurrences in the given strings list.,"
from collections import defaultdict 

def most_occurrences(test_list):
    temp = defaultdict(int)
    for sub in test_list:
        for wrd in sub.split():
            temp[wrd] += 1
    res = max(temp, key=temp.get)
    return str(res)
",100.0
338,Write a python function to count the number of substrings with same first and last characters.,"
def count_Substring_With_Equal_Ends(s): 
    result = 0
    n = len(s)
    for i in range(n):
        for j in range(i, n):
            if s[i] == s[j]: 
                result += 1
    return result
",100.0
342,Write a function to find the smallest range that includes at-least one element from each of the given arrays.,"
from heapq import heappop, heappush

class Node:
    def __init__(self, value, list_num, index):
        self.value = value
        self.list_num = list_num
        self.index = index

    def __lt__(self, other):
        return self.value < other.value

def find_minimum_range(list):
    high = float('-inf')
    p = (0, float('inf'))
    pq = []

    for i in range(len(list)):
        heappush(pq, Node(list[i][0], i, 0))
        high = max(high, list[i][0])

    while True:
        top = heappop(pq)
        low = top.value
        i = top.list_num
        j = top.index

        if high - low < p[1] - p[0]:
            p = (low, high)

        if j == len(list[i]) - 1:
            return p

        heappush(pq, Node(list[i][j + 1], i, j + 1))
        high = max(high, list[i][j + 1])
",100.0
350,Write a python function to minimize the length of the string by removing occurrence of only one character.,"
def minimum_Length(s):
    maxOcc = 0
    n = len(s)
    count = [0]*26
    for char in s:
        count[ord(char) - ord('a')] += 1
    for i in range(26):
        if count[i] > maxOcc:
            maxOcc = count[i]
    return n - maxOcc
",100.0
359,Write a python function to check whether one root of the quadratic equation is twice of the other or not.,"
def Check_Solution(a, b, c):
    discriminant = b * b - 4 * a * c
    if discriminant < 0:
        return ""No""
    
    sqrt_discriminant = discriminant ** 0.5
    root1 = (-b + sqrt_discriminant) / (2 * a)
    root2 = (-b - sqrt_discriminant) / (2 * a)
    
    if root1 == 2 * root2 or root2 == 2 * root1:
        return ""Yes""
    else:
        return ""No""
",100.0
362,Write a python function to find the item with maximum occurrences in a given list.,"
def max_occurrences(nums):
    if not nums:
        return None
    
    from collections import Counter
    count = Counter(nums)
    max_count = max(count.values())
    
    result = [num for num, occ in count.items() if occ == max_count]
    return result[0] if len(result) == 1 else tuple(result)

assert max_occurrences([1,2,3,1,2,3,12,4,2]) == 2
assert max_occurrences([1,2,6,7,0,1,0,1,0]) == (1, 0)
assert max_occurrences([1,2,3,1,2,4,1]) == 1
",100.0
372,Write a function to sort a given list of elements in ascending order using heap queue algorithm.,"
import heapq as hq

def heap_assending(nums):
    hq.heapify(nums)
    s_result = [hq.heappop(nums) for i in range(len(nums))]
    return s_result
",100.0
374,Write a function to print all permutations of a given string including duplicates.,"
def permute_string(s):
    if len(s) == 0:
        return ['']
    prev_list = permute_string(s[1:])
    next_list = []
    for i in range(len(prev_list)):
        for j in range(len(s)):
            new_str = prev_list[i][:j] + s[0] + prev_list[i][j:]
            next_list.append(new_str)
    return next_list

assert permute_string('ab') == ['ab', 'ba']
assert permute_string('abc') == ['abc', 'bac', 'bca', 'acb', 'cab', 'cba']
assert permute_string('abcd') == ['abcd', 'bacd', 'bcad', 'bcda', 'acbd', 'cabd', 'cbad', 'cbda', 'acdb', 'cadb', 'cdab', 'cdba', 'abdc', 'badc', 'bdac', 'bdca', 'adbc', 'dabc', 'dbac', 'dbca', 'adcb', 'dacb', 'dcab', 'dcba']
",100.0
382,Write a function to find the number of rotations in a circularly sorted array.,"
def find_rotation_count(A):
    (left, right) = (0, len(A) - 1)
    while left <= right:
        if A[left] <= A[right]:
            return left
        mid = (left + right) // 2
        next = (mid + 1) % len(A)
        prev = (mid - 1 + len(A)) % len(A)
        if A[mid] <= A[next] and A[mid] <= A[prev]:
            return mid
        elif A[mid] <= A[right]:
            right = mid - 1
        elif A[mid] >= A[left]:
            left = mid + 1
    return -1
",100.0
391,Write a function to convert more than one list to nested dictionary.,"
def convert_list_dictionary(l1, l2, l3):
    result = [{x: {y: z}} for (x, y, z) in zip(l1, l2, l3)]
    return result
",100.0
402,Write a function to compute the value of ncr%p.,"
def ncr_modp(n, r, p): 
    C = [0 for i in range(r+1)]   
    C[0] = 1
    for i in range(1, n+1): 
        for j in range(min(i, r), 0, -1): 
            C[j] = (C[j] + C[j-1]) % p   
    return C[r] 
",100.0
403,Write a function to check if a url is valid or not using regex.,"
import re

def is_valid_URL(url):
    regex = re.compile(
        r'^(https?:\/\/)?' # http:// or https://
        r'(www\.)?' # www.
        r'[-a-zA-Z0-9@:%._\+~#=]{1,256}' # domain name part before periods
        r'\.[a-zA-Z0-9()]{1,6}\b' # top-level domain, e.g., .com
        r'([-a-zA-Z0-9@:%_\+.~#?&//=]*)$' # rest of the URL
    )
    
    if url is None:
        return False
    
    return re.match(regex, url) is not None
",100.0
413,Write a function to extract the nth element from a given list of tuples.,"
def extract_nth_element(list1, n):
    result = [x[n] for x in list1]
    return result
",100.0
423,Write a function to solve gold mine problem.,"
def get_maxgold(gold, m, n):
    goldTable = [[0 for i in range(n)] for j in range(m)]
    
    for col in range(n-1, -1, -1):
        for row in range(m):
            if col == n-1:
                right = 0
            else:
                right = goldTable[row][col+1]
                
            if row == 0 or col == n-1:
                right_up = 0
            else:
                right_up = goldTable[row-1][col+1]
                
            if row == m-1 or col == n-1:
                right_down = 0
            else:
                right_down = goldTable[row+1][col+1]
                
            goldTable[row][col] = gold[row][col] + max(right, right_up, right_down)
            
    res = goldTable[0][0]
    for i in range(1, m):
        res = max(res, goldTable[i][0])
        
    return res
",100.0
433,Write a function to check whether the entered number is greater than the elements of the given array.,"
def check_greater(arr, number):
    arr.sort()
    if number > arr[-1]:
        return 'Yes, the entered number is greater than those in the array'
    else:
        return 'No, entered number is less than those in the array'
",100.0
445,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,"
def index_multiplication(test_tup1, test_tup2):
    res = tuple(tuple(a * b for a, b in zip(tup1, tup2)) for tup1, tup2 in zip(test_tup1, test_tup2))
    return res
",100.0
456,Write a function to reverse strings in a given list of string values.,"
def reverse_string_list(stringlist):
    result = [x[::-1] for x in stringlist]
    return result
",100.0
463,Write a function to find the maximum product subarray of the given array.,"
def max_subarray_product(arr):
    n = len(arr)
    if n == 0:
        return 0
    
    max_ending_here = 1
    min_ending_here = 1
    max_so_far = float('-inf')
    
    for i in range(n):
        if arr[i] > 0:
            max_ending_here = max_ending_here * arr[i]
            min_ending_here = min(min_ending_here * arr[i], 1)
        elif arr[i] == 0:
            max_ending_here = 1
            min_ending_here = 1
        else:
            temp = max_ending_here
            max_ending_here = max(min_ending_here * arr[i], 1)
            min_ending_here = temp * arr[i]
        
        max_so_far = max(max_so_far, max_ending_here)
    
    return max_so_far

assert max_subarray_product([1, -2, -3, 0, 7, -8, -2]) == 112
assert max_subarray_product([6, -3, -10, 0, 2]) == 180 
assert max_subarray_product([-2, -40, 0, -2, -3]) == 80
",100.0
466,Write a function to find the peak element in the given array.,"
def find_peak_util(arr, low, high, n):
    mid = low + (high - low) // 2
    if ((mid == 0 or arr[mid - 1] <= arr[mid]) and
        (mid == n - 1 or arr[mid + 1] <= arr[mid])):
        return mid
    elif (mid > 0 and arr[mid - 1] > arr[mid]):
        return find_peak_util(arr, low, mid - 1, n)
    else:
        return find_peak_util(arr, mid + 1, high, n)

def find_peak(arr, n):
    return find_peak_util(arr, 0, n - 1, n)
",100.0
480,Write a python function to find the maximum occurring character in a given string.,"
def get_max_occuring_char(str1):
    ASCII_SIZE = 256
    ctr = [0] * ASCII_SIZE
    max = -1
    ch = ''
    for i in str1:
        ctr[ord(i)] += 1
    for i in str1:
        if max < ctr[ord(i)]:
            max = ctr[ord(i)]
            ch = i
    return ch
",100.0
489,Write a python function to find the frequency of the largest value in a given array.,"
def frequency_Of_Largest(n, arr):
    mn = arr[0]
    freq = 1
    for i in range(1, n):
        if arr[i] > mn:
            mn = arr[i]
            freq = 1
        elif arr[i] == mn:
            freq += 1
    return freq
",100.0
